module	parameter	group	source	flags	detail
help	modules	action	MediaWiki	multi	type=string default=main limit=50 highlimit=500
help	recursivesubmodules	action	MediaWiki		type=boolean
help	submodules	action	MediaWiki		type=boolean
help	toc	action	MediaWiki		type=boolean
help	wrap	action	MediaWiki		type=boolean
helppanelquestionposter	-	action	GrowthExperiments	internal	write post
helppanelquestionposter	body	action	GrowthExperiments	required	type=string
helppanelquestionposter	relevanttitle	action	GrowthExperiments		type=string
helppanelquestionposter	source	action	GrowthExperiments		enum=helpdesk|helppanel|homepage-mentorship|mentor-helppanel|mentor-homepage default=helpdesk
helppanelquestionposter	token	action	GrowthExperiments	required,sensitive	type=string
homepagequestionstore	-	action	GrowthExperiments		
homepagequestionstore	storage	action	GrowthExperiments	required	enum=growthexperiments-helppanel-questions|growthexperiments-mentor-questions
imagerotate	-	action	MediaWiki		
import	-	action	MediaWiki		write post
import	assignknownusers	action	MediaWiki		type=boolean
import	fullhistory	action	MediaWiki		type=boolean
import	interwikipage	action	MediaWiki		type=string
import	interwikiprefix	action	MediaWiki		type=string
import	interwikisource	action	MediaWiki		enum=commons|de|es|fr|it|meta|nost|outreachwiki|pl|test2wiki
import	namespace	action	MediaWiki		type=namespace
import	rootpage	action	MediaWiki		type=string
import	summary	action	MediaWiki		type=string
import	tags	action	MediaWiki	multi	enum=AFCH|AI-generated source|AWB|Addition of protection template to non-protected page|AntiVandal script|CVPI|CW-English-Converter|Deputy|HotCat|JWB|New user adding protection template|Newcomer task|OneClickArchiver|ProveIt edit|RedWarn|RfC|Ultraviolet|WPCleaner|WikiLoop Battlefield|WikiShield script|XFDC|bot trial|changing time or duration|convenient-discussions|editProtectedHelper|excessive whitespace|fixed lint errors|huggle|invalid-timedtext-edit|large non-free file|massmove|moveToDraft|new user move into mainspace|new user moving page out of userspace|ooze|pageswap|possible birth or death date change|possible formatting issues|pronoun-change|rapid date format changes|self-published source|self-published-blog|shortdesc helper|talk banner shell conversion|twinkle limit=50 highlimit=500
import	templates	action	MediaWiki		type=boolean
import	token	action	MediaWiki	required,sensitive	type=string
import	xml	action	MediaWiki		type=upload
json	-	format	MediaWiki		
json	ascii	format	MediaWiki		type=boolean
json	callback	format	MediaWiki		type=string
json	formatversion	format	MediaWiki		enum=1|2|latest default=1
json	utf8	format	MediaWiki		type=boolean
jsonconfig	-	action	JsonConfig		
jsonconfig	command	action	JsonConfig		enum=reload|reset|status default=status
jsonconfig	namespace	action	JsonConfig		type=integer
jsonconfig	title	action	JsonConfig		type=string
jsondata	-	action	JsonConfig	internal	
jsondata	title	action	JsonConfig	required	type=string
jsonfm	-	format	MediaWiki		
jsonfm	ascii	format	MediaWiki		type=boolean
jsonfm	callback	format	MediaWiki		type=string
jsonfm	formatversion	format	MediaWiki		enum=1|2|latest default=1
jsonfm	utf8	format	MediaWiki		type=boolean
jsonfm	wrappedhtml	format	MediaWiki		type=boolean
jsontransform	-	action	JsonConfig	internal	
jsontransform	jtargs	action	JsonConfig	multi	type=string limit=50 highlimit=500
jsontransform	jtfunction	action	JsonConfig	required	type=string
jsontransform	jtmodule	action	JsonConfig	required	type=string
jsontransform	title	action	JsonConfig	required	type=string
languagesearch	-	action	MediaWiki		
languagesearch	search	action	MediaWiki	required	type=string
languagesearch	typos	action	MediaWiki		type=integer default=1
linkaccount	-	action	MediaWiki		prefix=link write post
linkaccount	linkcontinue	action	MediaWiki		type=boolean
linkaccount	linkmergerequestfields	action	MediaWiki		type=boolean
linkaccount	linkmessageformat	action	MediaWiki		enum=html|none|raw|wikitext default=wikitext
linkaccount	linkrequests	action	MediaWiki	multi	type=string limit=50 highlimit=500
linkaccount	linkreturnurl	action	MediaWiki		type=string
linkaccount	linktoken	action	MediaWiki	required,sensitive	type=string
login	-	action	MediaWiki		prefix=lg write post
login	lgdomain	action	MediaWiki		type=string
login	lgname	action	MediaWiki		type=string
login	lgpassword	action	MediaWiki	sensitive	type=password
login	lgtoken	action	MediaWiki	sensitive	type=string
logout	-	action	MediaWiki		write post
logout	checkuserclienthints	action	MediaWiki	sensitive	type=string
logout	global	action	MediaWiki		type=boolean
logout	token	action	MediaWiki	required,sensitive	type=string
managegroupsynchronizationcache	-	action	Translate	internal	write post
managegroupsynchronizationcache	group	action	Translate	required	type=string
managegroupsynchronizationcache	operation	action	Translate	required	enum=resolveGroup|resolveMessage
managegroupsynchronizationcache	title	action	Translate		type=string
managegroupsynchronizationcache	token	action	Translate	required,sensitive	type=string
managemessagegroups	-	action	Translate	internal	write post
managemessagegroups	changesetModified	action	Translate	required	type=integer
managemessagegroups	changesetName	action	Translate		type=string default=default
managemessagegroups	groupId	action	Translate	required	type=string
managemessagegroups	messageKey	action	Translate	required	type=string
managemessagegroups	operation	action	Translate	required	enum=new|rename
managemessagegroups	renameMessageKey	action	Translate		type=string
managemessagegroups	token	action	Translate	required,sensitive	type=string
managetags	-	action	MediaWiki		write post
managetags	ignorewarnings	action	MediaWiki		type=boolean
managetags	operation	action	MediaWiki	required	enum=activate|create|deactivate|delete
managetags	reason	action	MediaWiki		type=string
managetags	tag	action	MediaWiki	required	type=string
managetags	tags	action	MediaWiki	multi	enum=AFCH|AI-generated source|AWB|Addition of protection template to non-protected page|AntiVandal script|CVPI|CW-English-Converter|Deputy|HotCat|JWB|New user adding protection template|Newcomer task|OneClickArchiver|ProveIt edit|RedWarn|RfC|Ultraviolet|WPCleaner|WikiLoop Battlefield|WikiShield script|XFDC|bot trial|changing time or duration|convenient-discussions|editProtectedHelper|excessive whitespace|fixed lint errors|huggle|invalid-timedtext-edit|large non-free file|massmove|moveToDraft|new user move into mainspace|new user moving page out of userspace|ooze|pageswap|possible birth or death date change|possible formatting issues|pronoun-change|rapid date format changes|self-published source|self-published-blog|shortdesc helper|talk banner shell conversion|twinkle limit=50 highlimit=500
managetags	token	action	MediaWiki	required,sensitive	type=string
markfortranslation	-	action	Translate		write post
markfortranslation	forcelatestsyntaxversion	action	Translate		type=boolean
markfortranslation	forcepriority	action	Translate		type=boolean
markfortranslation	fuzzyunits	action	Translate	multi	type=string limit=1000 highlimit=1000
markfortranslation	nofuzzyunits	action	Translate	multi	type=string limit=1000 highlimit=1000
markfortranslation	pageid	action	Translate		type=integer
markfortranslation	prioritylanguages	action	Translate	multi	type=string limit=1000 highlimit=1000
markfortranslation	priorityreason	action	Translate		type=string
markfortranslation	revid	action	Translate		type=integer
markfortranslation	title	action	Translate		type=string
markfortranslation	token	action	Translate	required,sensitive	type=string
markfortranslation	transclusion	action	Translate		enum=no|yes
markfortranslation	translatetitle	action	Translate		enum=no|yes
massmessage	-	action	MassMessage		write post
massmessage	message	action	MassMessage		type=string
massmessage	page-message	action	MassMessage		type=string
massmessage	spamlist	action	MassMessage	required	type=string
massmessage	subject	action	MassMessage	required	type=string
massmessage	token	action	MassMessage	required,sensitive	type=string
mediadetection	-	action	Upload Wizard		
mediadetection	filekey	action	Upload Wizard		type=string
mediadetection	filename	action	Upload Wizard		type=string
mergehistory	-	action	MediaWiki		write post
mergehistory	from	action	MediaWiki		type=string
mergehistory	fromid	action	MediaWiki		type=integer
mergehistory	reason	action	MediaWiki		type=string
mergehistory	starttimestamp	action	MediaWiki		type=string
mergehistory	timestamp	action	MediaWiki		type=string
mergehistory	to	action	MediaWiki		type=string
mergehistory	toid	action	MediaWiki		type=integer
mergehistory	token	action	MediaWiki	required,sensitive	type=string
messagegroupsubscription	-	action	Translate	internal	write post
messagegroupsubscription	groupId	action	Translate	required	type=string
messagegroupsubscription	operation	action	Translate	required	enum=subscribe|unsubscribe
messagegroupsubscription	token	action	Translate	required,sensitive	type=string
move	-	action	MediaWiki		write post
move	from	action	MediaWiki		type=string
move	fromid	action	MediaWiki		type=integer
move	ignorewarnings	action	MediaWiki		type=boolean
move	movesubpages	action	MediaWiki		type=boolean
move	movetalk	action	MediaWiki		type=boolean
move	noredirect	action	MediaWiki		type=boolean
move	reason	action	MediaWiki		type=string
move	tags	action	MediaWiki	multi	enum=AFCH|AI-generated source|AWB|Addition of protection template to non-protected page|AntiVandal script|CVPI|CW-English-Converter|Deputy|HotCat|JWB|New user adding protection template|Newcomer task|OneClickArchiver|ProveIt edit|RedWarn|RfC|Ultraviolet|WPCleaner|WikiLoop Battlefield|WikiShield script|XFDC|bot trial|changing time or duration|convenient-discussions|editProtectedHelper|excessive whitespace|fixed lint errors|huggle|invalid-timedtext-edit|large non-free file|massmove|moveToDraft|new user move into mainspace|new user moving page out of userspace|ooze|pageswap|possible birth or death date change|possible formatting issues|pronoun-change|rapid date format changes|self-published source|self-published-blog|shortdesc helper|talk banner shell conversion|twinkle limit=50 highlimit=500
move	to	action	MediaWiki	required	type=string
move	token	action	MediaWiki	required,sensitive	type=string
move	watchlist	action	MediaWiki		enum=nochange|preferences|unwatch|watch default=preferences
move	watchlistexpiry	action	MediaWiki		type=expiry
none	-	format	MediaWiki		
opensearch	-	action	MediaWiki		
opensearch	format	action	MediaWiki		enum=json|jsonfm|xml|xmlfm default=json
opensearch	limit	action	MediaWiki		type=limit default=10
opensearch	namespace	action	MediaWiki	multi	type=namespace default=0 limit=50 highlimit=500
opensearch	profile	action	MediaWiki		enum=classic|engine_autoselect|fast-fuzzy|fuzzy|normal|strict default=engine_autoselect
opensearch	redirects	action	MediaWiki		enum=resolve|return
opensearch	search	action	MediaWiki	required	type=string
opensearch	suggest	action	MediaWiki	deprecated	type=boolean
opensearch	warningsaserror	action	MediaWiki		type=boolean
options	-	action	MediaWiki		write post
options	change	action	MediaWiki	multi	type=string limit=50 highlimit=500
options	global	action	MediaWiki		enum=create|ignore|override|update default=ignore
options	optionname	action	MediaWiki		type=string
options	optionvalue	action	MediaWiki		type=string
options	reset	action	MediaWiki		type=boolean
options	resetkinds	action	MediaWiki	multi	enum=all|local-exception|registered|registered-checkmatrix|registered-multiselect|special|unused|userjs default=all limit=50 highlimit=500
options	token	action	MediaWiki	required,sensitive	type=string
pagetriageaction	-	action	PageTriage		write post
pagetriageaction	enqueue	action	PageTriage		type=boolean
pagetriageaction	note	action	PageTriage		type=string
pagetriageaction	pageid	action	PageTriage	required	type=integer
pagetriageaction	reviewed	action	PageTriage		enum=0|1
pagetriageaction	skipnotif	action	PageTriage		type=boolean
pagetriageaction	tags	action	PageTriage	multi	enum=AFCH|AI-generated source|AWB|Addition of protection template to non-protected page|AntiVandal script|CVPI|CW-English-Converter|Deputy|HotCat|JWB|New user adding protection template|Newcomer task|OneClickArchiver|ProveIt edit|RedWarn|RfC|Ultraviolet|WPCleaner|WikiLoop Battlefield|WikiShield script|XFDC|bot trial|changing time or duration|convenient-discussions|editProtectedHelper|excessive whitespace|fixed lint errors|huggle|invalid-timedtext-edit|large non-free file|massmove|moveToDraft|new user move into mainspace|new user moving page out of userspace|ooze|pageswap|possible birth or death date change|possible formatting issues|pronoun-change|rapid date format changes|self-published source|self-published-blog|shortdesc helper|talk banner shell conversion|twinkle limit=50 highlimit=500
pagetriageaction	token	action	PageTriage	required,sensitive	type=string
pagetriagelist	-	action	PageTriage		
pagetriagelist	afc_state	action	PageTriage		type=integer
pagetriagelist	blocked_users	action	PageTriage		type=boolean
pagetriagelist	date_range_from	action	PageTriage		type=timestamp
pagetriagelist	date_range_to	action	PageTriage		type=timestamp
pagetriagelist	dir	action	PageTriage		enum=newestfirst|newestreview|oldestfirst|oldestreview
pagetriagelist	keyword	action	PageTriage		type=string
pagetriagelist	learners	action	PageTriage		type=boolean
pagetriagelist	limit	action	PageTriage		type=integer default=20
pagetriagelist	namespace	action	PageTriage		type=integer
pagetriagelist	no_category	action	PageTriage		type=boolean
pagetriagelist	no_inbound_links	action	PageTriage		type=boolean
pagetriagelist	non_autoconfirmed_users	action	PageTriage		type=boolean
pagetriagelist	offset	action	PageTriage		type=integer
pagetriagelist	page_id	action	PageTriage		type=integer
pagetriagelist	pageoffset	action	PageTriage		type=integer
pagetriagelist	recreated	action	PageTriage		type=boolean
pagetriagelist	show_predicted_class_b	action	PageTriage		type=boolean
pagetriagelist	show_predicted_class_c	action	PageTriage		type=boolean
pagetriagelist	show_predicted_class_featured	action	PageTriage		type=boolean
pagetriagelist	show_predicted_class_good	action	PageTriage		type=boolean
pagetriagelist	show_predicted_class_start	action	PageTriage		type=boolean
pagetriagelist	show_predicted_class_stub	action	PageTriage		type=boolean
pagetriagelist	show_predicted_issues_attack	action	PageTriage		type=boolean
pagetriagelist	show_predicted_issues_copyvio	action	PageTriage		type=boolean
pagetriagelist	show_predicted_issues_none	action	PageTriage		type=boolean
pagetriagelist	show_predicted_issues_spam	action	PageTriage		type=boolean
pagetriagelist	show_predicted_issues_vandalism	action	PageTriage		type=boolean
pagetriagelist	showautopatrolled	action	PageTriage		type=boolean
pagetriagelist	showbots	action	PageTriage		type=boolean
pagetriagelist	showdeleted	action	PageTriage		type=boolean
pagetriagelist	showothers	action	PageTriage		type=boolean
pagetriagelist	showredirs	action	PageTriage		type=boolean
pagetriagelist	showreviewed	action	PageTriage		type=boolean
pagetriagelist	showunreviewed	action	PageTriage		type=boolean
pagetriagelist	unreferenced	action	PageTriage		type=boolean
pagetriagelist	username	action	PageTriage		type=user
pagetriagestats	-	action	PageTriage		
pagetriagestats	afc_state	action	PageTriage		type=integer
pagetriagestats	blocked_users	action	PageTriage		type=boolean
pagetriagestats	date_range_from	action	PageTriage		type=timestamp
pagetriagestats	date_range_to	action	PageTriage		type=timestamp
pagetriagestats	keyword	action	PageTriage		type=string
pagetriagestats	learners	action	PageTriage		type=boolean
pagetriagestats	namespace	action	PageTriage		type=integer
pagetriagestats	no_category	action	PageTriage		type=boolean
pagetriagestats	no_inbound_links	action	PageTriage		type=boolean
pagetriagestats	non_autoconfirmed_users	action	PageTriage		type=boolean
pagetriagestats	recreated	action	PageTriage		type=boolean
pagetriagestats	show_predicted_class_b	action	PageTriage		type=boolean
pagetriagestats	show_predicted_class_c	action	PageTriage		type=boolean
pagetriagestats	show_predicted_class_featured	action	PageTriage		type=boolean
pagetriagestats	show_predicted_class_good	action	PageTriage		type=boolean
pagetriagestats	show_predicted_class_start	action	PageTriage		type=boolean
pagetriagestats	show_predicted_class_stub	action	PageTriage		type=boolean
pagetriagestats	show_predicted_issues_attack	action	PageTriage		type=boolean
pagetriagestats	show_predicted_issues_copyvio	action	PageTriage		type=boolean
pagetriagestats	show_predicted_issues_none	action	PageTriage		type=boolean
pagetriagestats	show_predicted_issues_spam	action	PageTriage		type=boolean
pagetriagestats	show_predicted_issues_vandalism	action	PageTriage		type=boolean
pagetriagestats	showautopatrolled	action	PageTriage		type=boolean
pagetriagestats	showbots	action	PageTriage		type=boolean
pagetriagestats	showdeleted	action	PageTriage		type=boolean
pagetriagestats	showothers	action	PageTriage		type=boolean
pagetriagestats	showredirs	action	PageTriage		type=boolean
pagetriagestats	showreviewed	action	PageTriage		type=boolean
pagetriagestats	showunreviewed	action	PageTriage		type=boolean
pagetriagestats	unreferenced	action	PageTriage		type=boolean
pagetriagestats	username	action	PageTriage		type=user
pagetriagetagcopyvio	-	action	PageTriage		write post
pagetriagetagcopyvio	revid	action	PageTriage	required	type=integer
pagetriagetagcopyvio	token	action	PageTriage	required,sensitive	type=string
pagetriagetagcopyvio	untag	action	PageTriage		type=boolean
pagetriagetagging	-	action	PageTriage		write post
pagetriagetagging	deletion	action	PageTriage		type=boolean
pagetriagetagging	note	action	PageTriage		type=string
pagetriagetagging	pageid	action	PageTriage	required	type=integer
pagetriagetagging	taglist	action	PageTriage	required,multi	type=string limit=50 highlimit=500
pagetriagetagging	token	action	PageTriage	required,sensitive	type=string
pagetriagetagging	wikitext	action	PageTriage	required	type=string
paraminfo	-	action	MediaWiki		
paraminfo	formatmodules	action	MediaWiki	deprecated,multi	enum=json|jsonfm|none|rawfm|xml|xmlfm limit=50 highlimit=500
paraminfo	helpformat	action	MediaWiki		enum=html|none|raw|wikitext default=none
paraminfo	mainmodule	action	MediaWiki	deprecated	type=string
paraminfo	modules	action	MediaWiki	multi	type=string limit=50 highlimit=500
paraminfo	pagesetmodule	action	MediaWiki	deprecated	type=string
paraminfo	querymodules	action	MediaWiki	deprecated,multi	enum=abusefilters|abuselog|allcategories|alldeletedrevisions|allfileusages|allimages|alllinks|allmessages|allpages|allredirects|allrevisions|alltransclusions|allusers|authmanagerinfo|automatictranslationdenselanguages|babel|backlinks|betafeatures|blocks|categories|categoryinfo|categorymembers|centralnoticeactivecampaigns|centralnoticelogs|checkuser|checkuserformattedblockinfo|checkuserlog|cirrusbuilddoc|cirruscompsuggestbuilddoc|cirrusdoc|codexicons|communityconfiguration|contenttranslation|contenttranslationcorpora|contenttranslationfavoritesuggestions|contributors|coordinates|cxconfig|cxdeletedtranslations|cxpublishedtranslations|cxtranslatorstats|deletedrevisions|deletedrevs|description|duplicatefiles|embeddedin|extlinks|extracts|exturlusage|featureusage|filearchive|filerepoinfo|fileusage|flagged|gadgetcategories|gadgets|geosearch|globalallusers|globalblocks|globalgroups|globalpreferences|globalrenamequeue|globalrenamestatus|globalusage|globaluserinfo|globalusers|growthimagesuggestiondata|growthmenteestatus|growthmentorlist|growthmentormentee|growthmentorstatus|growthnextsuggestedtasktype|growthstarredmentees|growthtasks|imageinfo|images|imageusage|info|isreviewed|iwbacklinks|iwlinks|langbacklinks|langlinks|langlinkscount|languageinfo|links|linkshere|linterrors|linterstats|logevents|mapdata|mmcontent|mostviewed|mystashedfiles|notifications|oldreviewedpages|ores|pageassessments|pagecollectionsmetadata|pageimages|pagepropnames|pageprops|pageswithprop|pageterms|pageviews|prefixsearch|projectpages|projects|protectedtitles|querypage|random|readinglistentries|readinglists|recentchanges|redirects|revisions|search|siteinfo|siteviews|stashimageinfo|tags|templates|tokens|trackingcategories|transcludedin|transcodestatus|unreadnotificationpages|usercontribs|userinfo|users|videoinfo|watchlist|watchlistraw|wbentityusage|wblistentityusage|wikibase|wikisets limit=50 highlimit=500
parse	-	action	MediaWiki		
parse	contentformat	action	MediaWiki		enum=application/json|application/octet-stream|application/unknown|application/vue+xml|application/x-binary|text/css|text/javascript|text/plain|text/unknown|text/x-wiki|unknown/unknown
parse	contentmodel	action	MediaWiki		enum=GadgetDefinition|Graph.JsonConfig|Json.JsonConfig|JsonSchema|MassMessageListContent|Scribunto|SecurePoll|css|javascript|json|sanitized-css|text|unknown|vue|wikitext|worklist
parse	disableeditsection	action	MediaWiki		type=boolean
parse	disablelimitreport	action	MediaWiki		type=boolean
parse	disablepp	action	MediaWiki	deprecated	type=boolean
parse	disablestylededuplication	action	MediaWiki		type=boolean
parse	disabletoc	action	MediaWiki		type=boolean
parse	effectivelanglinks	action	MediaWiki	deprecated	type=boolean
parse	generatexml	action	MediaWiki	deprecated	type=boolean
parse	mobileformat	action	MediaWiki		type=boolean
parse	oldid	action	MediaWiki		type=integer
parse	onlypst	action	MediaWiki		type=boolean
parse	page	action	MediaWiki		type=string
parse	pageid	action	MediaWiki		type=integer
parse	parser	action	MediaWiki		enum=default|legacy|parsoid default=default
parse	parsoid	action	MediaWiki	deprecated	type=boolean
parse	preview	action	MediaWiki		type=boolean
parse	prop	action	MediaWiki	multi	enum=categories|categorieshtml|displaytitle|encodedjsconfigvars|externallinks|headhtml|headitems|images|indicators|iwlinks|jsconfigvars|langlinks|limitreportdata|limitreporthtml|links|modules|parseroutput|parsetree|parsewarnings|parsewarningshtml|properties|revid|sections|subtitle|templates|text|tocdata|wikitext default=text|langlinks|categories|links|templates|images|externallinks|sections|tocdata|revid|displaytitle|iwlinks|properties|parsewarnings limit=50 highlimit=500 deprecatedvalues=headitems|sections
parse	pst	action	MediaWiki		type=boolean
parse	redirects	action	MediaWiki		type=boolean
parse	revid	action	MediaWiki		type=integer
parse	section	action	MediaWiki		type=string
parse	sectionpreview	action	MediaWiki		type=boolean
parse	sectiontitle	action	MediaWiki		type=string
parse	showstrategykeys	action	MediaWiki		type=boolean
parse	summary	action	MediaWiki		type=string
parse	templatesandboxcontentformat	action	MediaWiki		enum=application/json|application/octet-stream|application/unknown|application/vue+xml|application/x-binary|text/css|text/javascript|text/plain|text/unknown|text/x-wiki|unknown/unknown
parse	templatesandboxcontentmodel	action	MediaWiki		enum=GadgetDefinition|Graph.JsonConfig|Json.JsonConfig|JsonSchema|MassMessageListContent|Scribunto|SecurePoll|css|javascript|json|sanitized-css|text|unknown|vue|wikitext|worklist
parse	templatesandboxprefix	action	MediaWiki	multi	type=string limit=50 highlimit=500
parse	templatesandboxtext	action	MediaWiki		type=text
parse	templatesandboxtitle	action	MediaWiki		type=string
parse	text	action	MediaWiki		type=text
parse	title	action	MediaWiki		type=string
parse	usearticle	action	MediaWiki		type=boolean
parse	useskin	action	MediaWiki		enum=apioutput|authentication-popup|cologneblue|contenttranslation|fallback|json|minerva|modern|monobook|timeless|vector|vector-2022
parse	wrapoutputclass	action	MediaWiki		type=string default=mw-parser-output
parser-migration	-	action	ParserMigration	internal	
parser-migration	config	action	ParserMigration	multi	enum=new|old default=old|new limit=50 highlimit=500
parser-migration	redirect	action	ParserMigration		type=string
parser-migration	title	action	ParserMigration	required	type=string
patrol	-	action	MediaWiki		write post
patrol	rcid	action	MediaWiki		type=integer
patrol	revid	action	MediaWiki		type=integer
patrol	tags	action	MediaWiki	multi	enum=AFCH|AI-generated source|AWB|Addition of protection template to non-protected page|AntiVandal script|CVPI|CW-English-Converter|Deputy|HotCat|JWB|New user adding protection template|Newcomer task|OneClickArchiver|ProveIt edit|RedWarn|RfC|Ultraviolet|WPCleaner|WikiLoop Battlefield|WikiShield script|XFDC|bot trial|changing time or duration|convenient-discussions|editProtectedHelper|excessive whitespace|fixed lint errors|huggle|invalid-timedtext-edit|large non-free file|massmove|moveToDraft|new user move into mainspace|new user moving page out of userspace|ooze|pageswap|possible birth or death date change|possible formatting issues|pronoun-change|rapid date format changes|self-published source|self-published-blog|shortdesc helper|talk banner shell conversion|twinkle limit=50 highlimit=500
patrol	token	action	MediaWiki	required,sensitive	type=string
protect	-	action	MediaWiki		write post
protect	cascade	action	MediaWiki		type=boolean
protect	expiry	action	MediaWiki	multi	type=string default=infinite limit=50 highlimit=500
protect	pageid	action	MediaWiki		type=integer
protect	protections	action	MediaWiki	required,multi	type=string limit=50 highlimit=500
protect	reason	action	MediaWiki		type=string
protect	tags	action	MediaWiki	multi	enum=AFCH|AI-generated source|AWB|Addition of protection template to non-protected page|AntiVandal script|CVPI|CW-English-Converter|Deputy|HotCat|JWB|New user adding protection template|Newcomer task|OneClickArchiver|ProveIt edit|RedWarn|RfC|Ultraviolet|WPCleaner|WikiLoop Battlefield|WikiShield script|XFDC|bot trial|changing time or duration|convenient-discussions|editProtectedHelper|excessive whitespace|fixed lint errors|huggle|invalid-timedtext-edit|large non-free file|massmove|moveToDraft|new user move into mainspace|new user moving page out of userspace|ooze|pageswap|possible birth or death date change|possible formatting issues|pronoun-change|rapid date format changes|self-published source|self-published-blog|shortdesc helper|talk banner shell conversion|twinkle limit=50 highlimit=500
protect	title	action	MediaWiki		type=string
protect	token	action	MediaWiki	required,sensitive	type=string
protect	watch	action	MediaWiki	deprecated	type=boolean
protect	watchlist	action	MediaWiki		enum=nochange|preferences|unwatch|watch default=preferences
protect	watchlistexpiry	action	MediaWiki		type=expiry
purge	-	action	MediaWiki		write post
purge	continue	action	MediaWiki		type=string
purge	converttitles	action	MediaWiki		type=boolean
purge	forcelinkupdate	action	MediaWiki		type=boolean
purge	forcerecursivelinkupdate	action	MediaWiki		type=boolean
purge	generator	action	MediaWiki		enum=allcategories|alldeletedrevisions|allfileusages|allimages|alllinks|allpages|allredirects|allrevisions|alltransclusions|backlinks|categories|categorymembers|deletedrevisions|duplicatefiles|embeddedin|exturlusage|fileusage|geosearch|growthtasks|images|imageusage|iwbacklinks|langbacklinks|links|linkshere|mostviewed|oldreviewedpages|pageswithprop|prefixsearch|projectpages|protectedtitles|querypage|random|readinglistentries|recentchanges|redirects|revisions|search|templates|trackingcategories|transcludedin|watchlist|watchlistraw|wblistentityusage
purge	pageids	action	MediaWiki	multi	type=integer limit=50 highlimit=500
purge	redirects	action	MediaWiki		type=boolean
purge	revids	action	MediaWiki	multi	type=integer limit=50 highlimit=500
purge	titles	action	MediaWiki	multi	type=string limit=50 highlimit=500
query	-	action	MediaWiki		
query	continue	action	MediaWiki		type=string
query	converttitles	action	MediaWiki		type=boolean
query	export	action	MediaWiki		type=boolean
query	exportnowrap	action	MediaWiki		type=boolean
query	exportschema	action	MediaWiki		enum=0.10|0.11 default=0.11
query	generator	action	MediaWiki		enum=allcategories|alldeletedrevisions|allfileusages|allimages|alllinks|allpages|allredirects|allrevisions|alltransclusions|backlinks|categories|categorymembers|deletedrevisions|duplicatefiles|embeddedin|exturlusage|fileusage|geosearch|growthtasks|images|imageusage|iwbacklinks|langbacklinks|links|linkshere|mostviewed|oldreviewedpages|pageswithprop|prefixsearch|projectpages|protectedtitles|querypage|random|readinglistentries|recentchanges|redirects|revisions|search|templates|trackingcategories|transcludedin|watchlist|watchlistraw|wblistentityusage
query	indexpageids	action	MediaWiki		type=boolean
query	iwurl	action	MediaWiki		type=boolean
query	list	action	MediaWiki	multi	enum=abusefilters|abuselog|allcategories|alldeletedrevisions|allfileusages|allimages|alllinks|allpages|allredirects|allrevisions|alltransclusions|allusers|automatictranslationdenselanguages|backlinks|betafeatures|blocks|categorymembers|centralnoticeactivecampaigns|centralnoticelogs|checkuser|checkuserlog|codexicons|contenttranslation|contenttranslationcorpora|contenttranslationfavoritesuggestions|cxpublishedtranslations|cxtranslatorstats|deletedrevs|embeddedin|exturlusage|filearchive|gadgetcategories|gadgets|geosearch|globalallusers|globalblocks|globalgroups|globalrenamequeue|globalusers|growthmentorlist|growthmentormentee|growthstarredmentees|growthtasks|imageusage|iwbacklinks|langbacklinks|linterrors|logevents|mostviewed|mystashedfiles|oldreviewedpages|pagecollectionsmetadata|pagepropnames|pageswithprop|prefixsearch|projectpages|projects|protectedtitles|querypage|random|readinglistentries|recentchanges|search|tags|trackingcategories|usercontribs|users|watchlist|watchlistraw|wblistentityusage|wikisets limit=50 highlimit=500 deprecatedvalues=checkuser|deletedrevs
query	meta	action	MediaWiki	multi	enum=allmessages|authmanagerinfo|babel|checkuserformattedblockinfo|communityconfiguration|cxconfig|cxdeletedtranslations|featureusage|filerepoinfo|globalpreferences|globalrenamestatus|globaluserinfo|growthmenteestatus|growthmentorstatus|growthnextsuggestedtasktype|languageinfo|linterstats|notifications|ores|readinglists|siteinfo|siteviews|tokens|unreadnotificationpages|userinfo|wikibase limit=50 highlimit=500
query	pageids	action	MediaWiki	multi	type=integer limit=50 highlimit=500
query	prop	action	MediaWiki	multi	enum=categories|categoryinfo|cirrusbuilddoc|cirruscompsuggestbuilddoc|cirrusdoc|contributors|coordinates|deletedrevisions|description|duplicatefiles|extlinks|extracts|fileusage|flagged|globalusage|growthimagesuggestiondata|imageinfo|images|info|isreviewed|iwlinks|langlinks|langlinkscount|links|linkshere|mapdata|mmcontent|pageassessments|pageimages|pageprops|pageterms|pageviews|redirects|revisions|stashimageinfo|templates|transcludedin|transcodestatus|videoinfo|wbentityusage limit=50 highlimit=500
query	rawcontinue	action	MediaWiki		type=boolean
query	redirects	action	MediaWiki		type=boolean
query	revids	action	MediaWiki	multi	type=integer limit=50 highlimit=500
query	titles	action	MediaWiki	multi	type=string limit=50 highlimit=500
query+abusefilters	-	list	Abuse Filter		prefix=abf
query+abusefilters	abfdir	list	Abuse Filter		enum=newer|older default=newer
query+abusefilters	abfendid	list	Abuse Filter		type=integer
query+abusefilters	abflimit	list	Abuse Filter		type=limit default=10
query+abusefilters	abfprop	list	Abuse Filter	multi	enum=actions|comments|description|hits|id|lasteditor|lastedittime|pattern|private|protected|status default=id|description|actions|status limit=50 highlimit=500
